"ServiceTreeId","ServiceTreeServiceName","ComponentId","ComponentName","OnboardingStatus","ADOSourceRepo","ADOBranch","DeploymentInfra","ServiceComponentName","PFVirtualEnvironmentName","ev2ServiceGroupName","azdeployerComponentName","azdeployerVirtualEnvironment","ADOOrganization","ADOProjectName","ADORepoName","IsRAAOnboarded"
"","ServiceTreeServiceName","ComponentId","ComponentName","OnboardingStatus","ADOSourceRepo","ADOBranch","DeploymentInfra","PFServiceName","PFVirtualEnvironmentName","ev2ServiceGroupName","azdeployerComponentName","azdeployerVirtualEnvironment","ADOOrganization","ADOProjectName","ADORepoName","IsRAAOnboarded"
"1ff361e9-fa69-4549-8b0f-65edfe5a8709","Host Networking","","","Onboarded","","","pilotfish","vfpagent","ceg_azurenetwork-networking-prod-2","","","","","","",""
"1ff361e9-fa69-4549-8b0f-65edfe5a8709","Host Networking","","","Onboarded","","","pilotfish","netdatapathagent","ceg_azurenetwork-networking-soc-impactful","","","","","","",""
"1ff361e9-fa69-4549-8b0f-65edfe5a8709","Host Networking","","","Onboarded","","","pilotfish","nicagent","ceg_azurenetwork-networking-prod-3","","","","","","",""
"1ff361e9-fa69-4549-8b0f-65edfe5a8709","Host Networking","","","Onboarded","","","pilotfish","accelnetagent","ceg_azurenetwork-networking-prod-8","","","","","","",""
"2b718009-b46a-4f82-adc8-98240e6b92aa","Azure Host Agent","","","Onboarded","","","pilotfish","rdagentupdaterpackage","ceg_azurecompute-compute-hostagent","","","","","","",""
"2b718009-b46a-4f82-adc8-98240e6b92aa","Azure Host Agent","","","Onboarded","","","pilotfish","rdagentupdaterpackage","ceg_azurecompute-compute-hostagent","","","","","","",""
"2b718009-b46a-4f82-adc8-98240e6b92aa","Azure Host Agent","","","Onboarded","","","pilotfish","rdagentupdater","ceg_azurecompute-compute-hostagent","","","","","","",""
"728f4f00-05c6-405b-8752-24303b1f6f60","NMagent","","","Onboarded","","","pilotfish","VDPA","ceg_azurenetwork-networking-soc-impactless","","","","","","",""
"728f4f00-05c6-405b-8752-24303b1f6f60","NMagent","","","Onboarded","","","pilotfish","nmagent","ceg_azurenetwork-networking-prod-4","","","","","","",""
"b5e6c5dc-dead-4787-897e-b050252c5182","AMS COE Subscription","","","Onboarded","","","pilotfish","chiediskupdate","ceg_azurecsi-csi-firmware-prod-5","","","","","","",""
"b5e6c5dc-dead-4787-897e-b050252c5182","AMS COE Subscription","","","Onboarded","","","pilotfish","csidiskupdatehynixpe6110","ceg_azurecsi-csi-firmware-prod-5","","","","","","",""
"b5e6c5dc-dead-4787-897e-b050252c5182","AMS COE Subscription","","","Onboarded","","","pilotfish","csidiskupdatesamsungpm983","ceg_azurecsi-csi-firmware-prod-5","","","","","","",""
"14686c37-6854-4050-baa7-3d0cd3688a36","Network Service Manager","","","Onboarded","","","pilotfish","networkservicemanagerrole","ceg_azurenetwork-nsm-prod","","","","","","",""
"14686c37-6854-4050-baa7-3d0cd3688a36","Network Service Manager","","","Onboarded","","","pilotfish","NSM","ceg_azurenetwork-nsm-prod","","","","","","",""
"b6650569-6d2d-4278-8437-d10caff5b5c3","Network Watcher Traffic Analytics","","","Onboarded","","","pilotfish","netanalyticsnodeagent","ceg_azurenetwork-networking-prod-7","","","","","","",""
"b0cb23d8-8a71-4cde-a9fb-ce755fed34cc","Azure Host Storage","","","Onboarded","","","pilotfish","asap","ceg_azurecompute-datapath-prod","","","","","","",""
"b0cb23d8-8a71-4cde-a9fb-ce755fed34cc","Azure Host Storage","","","Onboarded","","","pilotfish","osanalyzer","ceg_azurecompute-datapath-prod","","","","","","",""
"b0cb23d8-8a71-4cde-a9fb-ce755fed34cc","Azure Host Storage","","","Onboarded","","","pilotfish","storageagent","ceg_azurecompute-datapath-prod","","","","","","",""
"b0cb23d8-8a71-4cde-a9fb-ce755fed34cc","Azure Host Storage","","","Onboarded","","","pilotfish","asapdatapathagent","ceg_azurecompute-datapath-prod","","","","","","",""
